CONTINENT,LOCATION,SUBJECT,MEASURE,FREQUENCY,TIME,Labour Productivity Value,Labour Compensation Value,Multifactor Productivity Value,G20 Country? Yes/No
Europe,FIN,TOT,IDX2010_1,A,1999,0.888647605,69.678191,89.568579,No
Europe,FIN,TOT,IDX2010_1,A,2000,0.918708554,72.753919,92.856646,No
Europe,FIN,TOT,IDX2010_1,A,2001,0.928964878,75.887976,94.224589,No
Europe,FIN,TOT,IDX2010_1,A,2002,0.934435126,77.469537,94.829166,No
Europe,FIN,TOT,IDX2010_1,A,2003,0.95173516,79.301812,96.317408,No
Europe,FIN,TOT,IDX2010_1,A,2004,0.983517145,82.026031,98.937668,No
Europe,FIN,TOT,IDX2010_1,A,2005,0.995348633,85.296065,100.287684,No
Europe,FIN,TOT,IDX2010_1,A,2006,1.01714086,88.208011,102.496057,No
Europe,FIN,TOT,IDX2010_1,A,2007,1.047562956,91.088078,105.305192,No
Europe,FIN,TOT,IDX2010_1,A,2008,1.032138489,95.082482,103.835804,No
Europe,FIN,TOT,IDX2010_1,A,2009,0.970148029,98.458171,97.281546,No
Europe,FIN,TOT,IDX2010_1,A,2010,1.006097314,100,100,No
Europe,FIN,TOT,IDX2010_1,A,2011,1.01895759,103.447485,101.507457,No
Europe,FIN,TOT,IDX2010_1,A,2012,0.995677768,107.019316,99.646644,No
Europe,FIN,TOT,IDX2010_1,A,2013,0.995184062,108.802665,99.725125,No
Europe,FIN,TOT,IDX2010_1,A,2014,0.993669117,110.031507,99.461665,No
Europe,FIN,TOT,IDX2010_1,A,2015,1,111.607314,99.57569,No
Europe,FIN,TOT,IDX2010_1,A,2016,1.023061879,112.618681,101.625037,No
Europe,FIN,TOT,IDX2010_1,A,2017,1.037944241,111.23086,103.554046,No
Europe,FIN,TOT,IDX2010_1,A,2018,1.034452051,112.704903,,No
Europe,FIN,TOT,IDX2010_1,A,2019,1.038441283,,,No
Europe,FIN,TOT,IDX2010_1,A,2020,1.049009103,,,No
Europe,FRA,TOT,IDX2010_1,A,1960,0.290371556,,,Yes
Europe,FRA,TOT,IDX2010_1,A,1961,0.305365809,,,Yes
Europe,FRA,TOT,IDX2010_1,A,1962,0.325727794,,,Yes
Europe,FRA,TOT,IDX2010_1,A,1963,0.344262092,,,Yes
Europe,FRA,TOT,IDX2010_1,A,1964,0.363065826,,,Yes
Europe,FRA,TOT,IDX2010_1,A,1965,0.379541066,,,Yes
Europe,FRA,TOT,IDX2010_1,A,1966,0.396311439,,,Yes
Europe,FRA,TOT,IDX2010_1,A,1967,0.414731685,,,Yes
Europe,FRA,TOT,IDX2010_1,A,1968,0.434082869,,,Yes
Europe,FRA,TOT,IDX2010_1,A,1969,0.458387831,,,Yes
Europe,FRA,TOT,IDX2010_1,A,1970,0.479830819,7.067424,,Yes
Europe,FRA,TOT,IDX2010_1,A,1971,0.503011711,7.850341,,Yes
Europe,FRA,TOT,IDX2010_1,A,1972,0.522931125,8.843029,,Yes
Europe,FRA,TOT,IDX2010_1,A,1973,0.54808714,9.993514,,Yes
Europe,FRA,TOT,IDX2010_1,A,1974,0.566422395,11.920057,,Yes
Europe,FRA,TOT,IDX2010_1,A,1975,0.564971935,14.300663,,Yes
Europe,FRA,TOT,IDX2010_1,A,1976,0.584316818,16.125418,,Yes
Europe,FRA,TOT,IDX2010_1,A,1977,0.599299861,18.425928,,Yes
Europe,FRA,TOT,IDX2010_1,A,1978,0.617396101,21.005588,,Yes
Europe,FRA,TOT,IDX2010_1,A,1979,0.634808067,23.633311,,Yes
Europe,FRA,TOT,IDX2010_1,A,1980,0.644602002,27.048181,,Yes
Europe,FRA,TOT,IDX2010_1,A,1981,0.652167057,30.991543,,Yes
Europe,FRA,TOT,IDX2010_1,A,1982,0.666341686,36.966688,,Yes
Europe,FRA,TOT,IDX2010_1,A,1983,0.675466882,41.00965,,Yes
Europe,FRA,TOT,IDX2010_1,A,1984,0.69037748,44.317697,,Yes
Europe,FRA,TOT,IDX2010_1,A,1985,0.703335959,47.668849,81.510977,Yes
Europe,FRA,TOT,IDX2010_1,A,1986,0.715640666,49.704981,82.660499,Yes
Europe,FRA,TOT,IDX2010_1,A,1987,0.727648832,50.751279,83.092485,Yes
Europe,FRA,TOT,IDX2010_1,A,1988,0.753629308,52.528649,85.210638,Yes
Europe,FRA,TOT,IDX2010_1,A,1989,0.77394348,55.075268,87.403809,Yes
Europe,FRA,TOT,IDX2010_1,A,1990,0.790123346,57.932778,88.548221,Yes
Europe,FRA,TOT,IDX2010_1,A,1991,0.796296786,60.42482,88.639386,Yes
Europe,FRA,TOT,IDX2010_1,A,1992,0.813172412,62.684581,89.668787,Yes
Europe,FRA,TOT,IDX2010_1,A,1993,0.816512792,64.281228,89.451175,Yes
Europe,FRA,TOT,IDX2010_1,A,1994,0.831422067,64.945087,90.695479,Yes
Europe,FRA,TOT,IDX2010_1,A,1995,0.841405665,67.05883,92.17884,Yes
Europe,FRA,TOT,IDX2010_1,A,1996,0.848458227,68.418358,92.55347,Yes
Europe,FRA,TOT,IDX2010_1,A,1997,0.861560878,69.571196,93.50664,Yes
Europe,FRA,TOT,IDX2010_1,A,1998,0.877269575,71.037765,95.178314,Yes
Europe,FRA,TOT,IDX2010_1,A,1999,0.884807154,72.390173,95.988144,Yes
Europe,FRA,TOT,IDX2010_1,A,2000,0.898095082,75.299853,97.745308,Yes
Europe,FRA,TOT,IDX2010_1,A,2001,0.903256448,78.24284,98.514513,Yes
Europe,FRA,TOT,IDX2010_1,A,2002,0.908656945,82.664876,100.091172,Yes
Europe,FRA,TOT,IDX2010_1,A,2003,0.916124462,84.874942,100.014264,Yes
Europe,FRA,TOT,IDX2010_1,A,2004,0.938839322,86.387415,100.859489,Yes
Europe,FRA,TOT,IDX2010_1,A,2005,0.948350781,88.877652,101.256122,Yes
Europe,FRA,TOT,IDX2010_1,A,2006,0.962664922,92.731043,102.999145,Yes
Europe,FRA,TOT,IDX2010_1,A,2007,0.972036219,93.50161,102.380316,Yes
Europe,FRA,TOT,IDX2010_1,A,2008,0.968257714,95.363359,101.080934,Yes
Europe,FRA,TOT,IDX2010_1,A,2009,0.951937684,97.816176,99.078334,Yes
Europe,FRA,TOT,IDX2010_1,A,2010,0.968713087,100,100,Yes
Europe,FRA,TOT,IDX2010_1,A,2011,0.982923725,101.852085,100.776652,Yes
Europe,FRA,TOT,IDX2010_1,A,2012,0.983345909,104.470677,100.528285,Yes
Europe,FRA,TOT,IDX2010_1,A,2013,0.987345998,107.279087,101.129724,Yes
Europe,FRA,TOT,IDX2010_1,A,2014,0.991907568,108.956759,101.567926,Yes
Europe,FRA,TOT,IDX2010_1,A,2015,1,110.100804,101.903434,Yes
Europe,FRA,TOT,IDX2010_1,A,2016,1.003921862,110.417285,101.612547,Yes
Europe,FRA,TOT,IDX2010_1,A,2017,1.014932273,112.530248,102.472648,Yes
Europe,FRA,TOT,IDX2010_1,A,2018,1.020942167,114.560571,,Yes
Europe,FRA,TOT,IDX2010_1,A,2019,1.027042882,,,Yes
Europe,FRA,TOT,IDX2010_1,A,2020,1.034379606,,,Yes
Europe,DEU,TOT,IDX2010_1,A,1991,0.809521524,61.21767,85.724857,Yes
Europe,DEU,TOT,IDX2010_1,A,1992,0.832646233,67.07284,86.864375,Yes
Europe,DEU,TOT,IDX2010_1,A,1993,0.835316118,71.137226,87.176124,Yes
Europe,DEU,TOT,IDX2010_1,A,1994,0.856238717,73.554119,88.876752,Yes
Europe,DEU,TOT,IDX2010_1,A,1995,0.868058031,76.733875,89.94948,Yes
Europe,DEU,TOT,IDX2010_1,A,1996,0.875271081,78.56017,90.826851,Yes
Europe,DEU,TOT,IDX2010_1,A,1997,0.892467275,79.896645,92.407864,Yes
Europe,DEU,TOT,IDX2010_1,A,1998,0.897386826,81.067876,92.990089,Yes
Europe,DEU,TOT,IDX2010_1,A,1999,0.899275682,82.970695,93.600702,Yes
Europe,DEU,TOT,IDX2010_1,A,2000,0.907365069,85.631594,95.12809,Yes
Europe,DEU,TOT,IDX2010_1,A,2001,0.926508674,87.693245,96.599347,Yes
Europe,DEU,TOT,IDX2010_1,A,2002,0.930937628,89.317808,96.876638,Yes
Europe,DEU,TOT,IDX2010_1,A,2003,0.934370349,91.070897,96.822239,Yes
Europe,DEU,TOT,IDX2010_1,A,2004,0.93761858,91.550135,97.462949,Yes
Europe,DEU,TOT,IDX2010_1,A,2005,0.946105128,92.537149,98.299172,Yes
Europe,DEU,TOT,IDX2010_1,A,2006,0.975165591,92.074474,100.075744,Yes
Europe,DEU,TOT,IDX2010_1,A,2007,0.990693831,92.692071,101.415723,Yes
Europe,DEU,TOT,IDX2010_1,A,2008,0.985776011,95.129946,101.236391,Yes
Europe,DEU,TOT,IDX2010_1,A,2009,0.930121233,99.048136,97.51327,Yes
Europe,DEU,TOT,IDX2010_1,A,2010,0.963785767,100,100,Yes
Europe,DEU,TOT,IDX2010_1,A,2011,0.986268581,102.556789,102.044391,Yes
Europe,DEU,TOT,IDX2010_1,A,2012,0.981619506,106.268512,102.34121,Yes
Europe,DEU,TOT,IDX2010_1,A,2013,0.981532952,108.965459,102.814693,Yes
Europe,DEU,TOT,IDX2010_1,A,2014,0.994628709,111.365271,103.862941,Yes
Europe,DEU,TOT,IDX2010_1,A,2015,1,113.973193,104.394012,Yes
Europe,DEU,TOT,IDX2010_1,A,2016,1.008216226,116.966156,105.678524,Yes
Europe,DEU,TOT,IDX2010_1,A,2017,1.018363912,119.806375,106.551526,Yes
Europe,DEU,TOT,IDX2010_1,A,2018,1.019962899,122.848942,,
Europe,DEU,TOT,IDX2010_1,A,2019,1.017507252,,,
Europe,DEU,TOT,IDX2010_1,A,2020,1.02363742,,,
Europe,GRC,TOT,IDX2010_1,A,1995,0.839394429,41.314794,92.53749,No
Europe,GRC,TOT,IDX2010_1,A,1996,0.868444516,45.206966,94.705048,No
Europe,GRC,TOT,IDX2010_1,A,1997,0.911604731,51.46712,98.118369,No
Europe,GRC,TOT,IDX2010_1,A,1998,0.90746041,54.458649,97.218787,No
Europe,GRC,TOT,IDX2010_1,A,1999,0.934482242,57.884944,98.697454,No
Europe,GRC,TOT,IDX2010_1,A,2000,0.968894874,60.951676,100.541603,No
Europe,GRC,TOT,IDX2010_1,A,2001,1.005821264,64.489032,102.833265,No
Europe,GRC,TOT,IDX2010_1,A,2002,1.020595071,71.592057,103.56302,No
Europe,GRC,TOT,IDX2010_1,A,2003,1.06487295,77.082009,106.635687,No
Europe,GRC,TOT,IDX2010_1,A,2004,1.090388341,80.919291,108.814978,No
Europe,GRC,TOT,IDX2010_1,A,2005,1.088409539,83.442937,105.521797,No
Europe,GRC,TOT,IDX2010_1,A,2006,1.128728982,86.523187,108.816804,No
Europe,GRC,TOT,IDX2010_1,A,2007,1.149198207,90.348828,109.906756,No
Europe,GRC,TOT,IDX2010_1,A,2008,1.131739224,93.918297,106.976937,No
Europe,GRC,TOT,IDX2010_1,A,2009,1.089175866,97.591377,102.474345,No
Europe,GRC,TOT,IDX2010_1,A,2010,1.057160492,100,100,No
Europe,GRC,TOT,IDX2010_1,A,2011,1.030713087,96.457967,94.605022,No
Europe,GRC,TOT,IDX2010_1,A,2012,1.019828671,93.292006,91.367413,No
Europe,GRC,TOT,IDX2010_1,A,2013,1.013830167,86.737499,90.372789,No
Europe,GRC,TOT,IDX2010_1,A,2014,1.012292883,86.311315,92.046729,No
Europe,GRC,TOT,IDX2010_1,A,2015,1,84.589036,91.145999,No
Europe,GRC,TOT,IDX2010_1,A,2016,0.992607408,83.279492,91.055439,No
Europe,GRC,TOT,IDX2010_1,A,2017,0.992028181,83.517972,91.167713,No
Europe,GRC,TOT,IDX2010_1,A,2018,0.994333933,84.622503,,No
Europe,GRC,TOT,IDX2010_1,A,2019,1.00124203,,,No
Europe,GRC,TOT,IDX2010_1,A,2020,1.006657121,,,No
Europe,HUN,TOT,IDX2010_1,A,1995,0.691635405,20.456764,,No
Europe,HUN,TOT,IDX2010_1,A,1996,0.690820197,24.982849,,No
Europe,HUN,TOT,IDX2010_1,A,1997,0.712640825,30.262402,,No
Europe,HUN,TOT,IDX2010_1,A,1998,0.730971957,34.63781,,No
Europe,HUN,TOT,IDX2010_1,A,1999,0.733448488,36.703584,,No
Europe,HUN,TOT,IDX2010_1,A,2000,0.757811576,42.382641,,No
Europe,HUN,TOT,IDX2010_1,A,2001,0.78867674,50.081137,,No
Europe,HUN,TOT,IDX2010_1,A,2002,0.825424448,55.329429,,No
Europe,HUN,TOT,IDX2010_1,A,2003,0.856049041,62.866596,,No
Europe,HUN,TOT,IDX2010_1,A,2004,0.90557889,69.451703,,No
Europe,HUN,TOT,IDX2010_1,A,2005,0.949408848,74.607276,,No
Europe,HUN,TOT,IDX2010_1,A,2006,0.983282231,78.643751,,No
Europe,HUN,TOT,IDX2010_1,A,2007,0.987202995,82.936076,,No
Europe,HUN,TOT,IDX2010_1,A,2008,1.013504384,88.785821,,No
Europe,HUN,TOT,IDX2010_1,A,2009,0.97124012,88.190533,,No
Europe,HUN,TOT,IDX2010_1,A,2010,0.987543001,100,,No
Europe,HUN,TOT,IDX2010_1,A,2011,1.002971958,103.700534,,No
Europe,HUN,TOT,IDX2010_1,A,2012,0.986218315,106.64274,,No
Europe,HUN,TOT,IDX2010_1,A,2013,0.996713147,108.815923,,No
Europe,HUN,TOT,IDX2010_1,A,2014,0.989954834,109.014485,,No
Europe,HUN,TOT,IDX2010_1,A,2015,1,107.508083,,No
Europe,HUN,TOT,IDX2010_1,A,2016,0.992027214,111.519621,,No
Europe,HUN,TOT,IDX2010_1,A,2017,1.01499978,120.172166,,No
Europe,HUN,TOT,IDX2010_1,A,2018,1.043344055,133.547656,,No
Europe,HUN,TOT,IDX2010_1,A,2019,1.072498874,,,No
Europe,HUN,TOT,IDX2010_1,A,2020,1.093122647,,,No
Europe,ISL,TOT,IDX2010_1,A,1964,0.412837093,,,No
Europe,ISL,TOT,IDX2010_1,A,1965,0.424206344,,,No
Europe,ISL,TOT,IDX2010_1,A,1966,0.449973526,,,No
Europe,ISL,TOT,IDX2010_1,A,1967,0.445990534,,,No
Europe,ISL,TOT,IDX2010_1,A,1968,0.417791216,,,No
Europe,ISL,TOT,IDX2010_1,A,1969,0.42390647,,,No
Europe,ISL,TOT,IDX2010_1,A,1970,0.439876596,,,No
Europe,ISL,TOT,IDX2010_1,A,1971,0.473507539,,,No
Europe,ISL,TOT,IDX2010_1,A,1972,0.490160111,,,No
Europe,ISL,TOT,IDX2010_1,A,1973,0.509590865,,,No
Europe,ISL,TOT,IDX2010_1,A,1974,0.52077169,,,No
Europe,ISL,TOT,IDX2010_1,A,1975,0.515299815,,,No
Europe,ISL,TOT,IDX2010_1,A,1976,0.527123088,,,No
Europe,ISL,TOT,IDX2010_1,A,1977,0.571882032,,,No
Europe,ISL,TOT,IDX2010_1,A,1978,0.588967954,,,No
Europe,ISL,TOT,IDX2010_1,A,1979,0.611569908,,,No
Europe,ISL,TOT,IDX2010_1,A,1980,0.625958945,,,No
Europe,ISL,TOT,IDX2010_1,A,1981,0.622669235,,,No
Europe,ISL,TOT,IDX2010_1,A,1982,0.619889738,,,No
Europe,ISL,TOT,IDX2010_1,A,1983,0.601275927,,,No
Europe,ISL,TOT,IDX2010_1,A,1984,0.616974885,,,No
Europe,ISL,TOT,IDX2010_1,A,1985,0.615133424,,,No
Europe,ISL,TOT,IDX2010_1,A,1986,0.634278228,,,No
Europe,ISL,TOT,IDX2010_1,A,1987,0.650844087,,,No
Europe,ISL,TOT,IDX2010_1,A,1988,0.669056692,,,No
Europe,ISL,TOT,IDX2010_1,A,1989,0.681974444,,,No
Europe,ISL,TOT,IDX2010_1,A,1990,0.689401672,,,No
Europe,ISL,TOT,IDX2010_1,A,1991,0.687860683,,,No
Europe,ISL,TOT,IDX2010_1,A,1992,0.664652992,,,No
Europe,ISL,TOT,IDX2010_1,A,1993,0.674861752,,,No
Europe,ISL,TOT,IDX2010_1,A,1994,0.693630946,,,No
Europe,ISL,TOT,IDX2010_1,A,1995,0.673410802,,,No
Europe,ISL,TOT,IDX2010_1,A,1996,0.705455081,,,No
Europe,ISL,TOT,IDX2010_1,A,1997,0.740120638,,,No
Europe,ISL,TOT,IDX2010_1,A,1998,0.76111673,,,No
Europe,ISL,TOT,IDX2010_1,A,1999,0.763848358,,,No
Europe,ISL,TOT,IDX2010_1,A,2000,0.785753539,,,No
Europe,ISL,TOT,IDX2010_1,A,2001,0.802631877,,,No
Europe,ISL,TOT,IDX2010_1,A,2002,0.820045843,,,No
Europe,ISL,TOT,IDX2010_1,A,2003,0.837554397,,,No
Europe,ISL,TOT,IDX2010_1,A,2004,0.90924957,,,No
Europe,ISL,TOT,IDX2010_1,A,2005,0.93599892,,,No
Europe,ISL,TOT,IDX2010_1,A,2006,0.937837044,,,No
Europe,ISL,TOT,IDX2010_1,A,2007,0.98116845,,,No
Europe,ISL,TOT,IDX2010_1,A,2008,0.991633523,88.886798,,No
Europe,ISL,TOT,IDX2010_1,A,2009,0.985653366,93.530014,,No
Europe,ISL,TOT,IDX2010_1,A,2010,0.955056824,100,,No
Europe,ISL,TOT,IDX2010_1,A,2011,0.972736825,108.027385,,No
Europe,ISL,TOT,IDX2010_1,A,2012,0.975588948,114.148592,,No
Europe,ISL,TOT,IDX2010_1,A,2013,0.981812513,120.703202,,No
Europe,ISL,TOT,IDX2010_1,A,2014,0.986753836,125.793575,,No
Europe,ISL,TOT,IDX2010_1,A,2015,1,135.747019,,No
Europe,ISL,TOT,IDX2010_1,A,2016,1.027809671,145.940836,,No
Europe,ISL,TOT,IDX2010_1,A,2017,1.056557643,154.990015,,No
Europe,ISL,TOT,IDX2010_1,A,2018,1.080353594,,,No
Europe,ISL,TOT,IDX2010_1,A,2019,1.078570021,,,No
Europe,ISL,TOT,IDX2010_1,A,2020,1.099576107,,,No
Europe,IRL,TOT,IDX2010_1,A,1990,0.448246872,,62.444589,No
Europe,IRL,TOT,IDX2010_1,A,1991,0.458410378,,64.284927,No
Europe,IRL,TOT,IDX2010_1,A,1992,0.470372972,,66.883953,No
Europe,IRL,TOT,IDX2010_1,A,1993,0.47534226,,68.268004,No
Europe,IRL,TOT,IDX2010_1,A,1994,0.486415086,,69.957825,No
Europe,IRL,TOT,IDX2010_1,A,1995,0.508463027,42.59932,73.304167,No
Europe,IRL,TOT,IDX2010_1,A,1996,0.528047666,44.511222,76.120686,No
Europe,IRL,TOT,IDX2010_1,A,1997,0.563537115,47.620402,80.250036,No
Europe,IRL,TOT,IDX2010_1,A,1998,0.574506004,51.180951,81.385988,No
Europe,IRL,TOT,IDX2010_1,A,1999,0.5962092,54.014514,84.335392,No
Europe,IRL,TOT,IDX2010_1,A,2000,0.624536523,58.508334,87.95475,No
Europe,IRL,TOT,IDX2010_1,A,2001,0.637936463,63.467739,89.513847,No
Europe,IRL,TOT,IDX2010_1,A,2002,0.665355234,67.543645,93.01853,No
Europe,IRL,TOT,IDX2010_1,A,2003,0.672683992,72.55092,93.590777,No
Europe,IRL,TOT,IDX2010_1,A,2004,0.693760563,76.781595,96.007144,No
Europe,IRL,TOT,IDX2010_1,A,2005,0.698851655,80.27493,95.786725,No
Europe,IRL,TOT,IDX2010_1,A,2006,0.701698872,84.008441,95.757546,No
Europe,IRL,TOT,IDX2010_1,A,2007,0.707719398,89.514338,96.072064,No
Europe,IRL,TOT,IDX2010_1,A,2008,0.680851989,93.888105,91.826315,No
Europe,IRL,TOT,IDX2010_1,A,2009,0.701503486,94.333057,92.433246,No
Europe,IRL,TOT,IDX2010_1,A,2010,0.74501466,100,100,No
Europe,IRL,TOT,IDX2010_1,A,2011,0.789492886,99.423634,102.560812,No
Europe,IRL,TOT,IDX2010_1,A,2012,0.795350009,99.729579,100.859044,No
Europe,IRL,TOT,IDX2010_1,A,2013,0.782875027,99.096014,98.892653,No
Europe,IRL,TOT,IDX2010_1,A,2014,0.828907606,99.037528,102.813605,No
Europe,IRL,TOT,IDX2010_1,A,2015,1,100.896028,,No
Europe,IRL,TOT,IDX2010_1,A,2016,1.011580113,103.143022,,No
Europe,IRL,TOT,IDX2010_1,A,2017,1.052708966,103.851863,,No
Europe,IRL,TOT,IDX2010_1,A,2018,1.090272845,,,No
Europe,IRL,TOT,IDX2010_1,A,2019,1.111097704,,,No
Europe,IRL,TOT,IDX2010_1,A,2020,1.127899998,,,No
Europe,ITA,TOT,IDX2010_1,A,1960,0.315233993,,,Yes
Europe,ITA,TOT,IDX2010_1,A,1961,0.340272986,,,Yes
Europe,ITA,TOT,IDX2010_1,A,1962,0.365260515,,,Yes
Europe,ITA,TOT,IDX2010_1,A,1963,0.391743071,,,Yes
Europe,ITA,TOT,IDX2010_1,A,1964,0.405037202,,,Yes
Europe,ITA,TOT,IDX2010_1,A,1965,0.425620425,,,Yes
Europe,ITA,TOT,IDX2010_1,A,1966,0.458065625,,,Yes
Europe,ITA,TOT,IDX2010_1,A,1967,0.485454692,,,Yes
Europe,ITA,TOT,IDX2010_1,A,1968,0.517458668,,,Yes
Europe,ITA,TOT,IDX2010_1,A,1969,0.546365331,,,Yes
Europe,ITA,TOT,IDX2010_1,A,1970,0.575565882,,,Yes
Europe,ITA,TOT,IDX2010_1,A,1971,0.586513738,,,Yes
Europe,ITA,TOT,IDX2010_1,A,1972,0.606585421,,,Yes
Europe,ITA,TOT,IDX2010_1,A,1973,0.637284764,,,Yes
Europe,ITA,TOT,IDX2010_1,A,1974,0.660645761,,,Yes
Europe,ITA,TOT,IDX2010_1,A,1975,0.646616325,,,Yes
Europe,ITA,TOT,IDX2010_1,A,1976,0.681922197,,,Yes
Europe,ITA,TOT,IDX2010_1,A,1977,0.695870983,,,Yes
Europe,ITA,TOT,IDX2010_1,A,1978,0.718896324,,,Yes
Europe,ITA,TOT,IDX2010_1,A,1979,0.75031556,,,Yes
Europe,ITA,TOT,IDX2010_1,A,1980,0.765355832,16.929504,,Yes
Europe,ITA,TOT,IDX2010_1,A,1981,0.771958894,20.719475,,Yes
Europe,ITA,TOT,IDX2010_1,A,1982,0.772896147,23.987654,,Yes
Europe,ITA,TOT,IDX2010_1,A,1983,0.780931078,27.95884,,Yes
Europe,ITA,TOT,IDX2010_1,A,1984,0.806044343,31.447704,,Yes
Europe,ITA,TOT,IDX2010_1,A,1985,0.821170608,34.633837,92.986172,Yes
Europe,ITA,TOT,IDX2010_1,A,1986,0.83977696,36.936207,93.802337,Yes
Europe,ITA,TOT,IDX2010_1,A,1987,0.862647991,39.572725,94.78588,Yes
Europe,ITA,TOT,IDX2010_1,A,1988,0.890187882,42.845209,96.589552,Yes
Europe,ITA,TOT,IDX2010_1,A,1989,0.914875482,46.71773,98.750865,Yes
Europe,ITA,TOT,IDX2010_1,A,1990,0.918105168,51.511419,98.867486,Yes
Europe,ITA,TOT,IDX2010_1,A,1991,0.91504147,55.495664,98.324753,Yes
Europe,ITA,TOT,IDX2010_1,A,1992,0.92819727,58.897115,98.718793,Yes
Europe,ITA,TOT,IDX2010_1,A,1993,0.945631455,60.970986,99.367822,Yes
Europe,ITA,TOT,IDX2010_1,A,1994,0.983406064,63.387517,102.37795,Yes
Europe,ITA,TOT,IDX2010_1,A,1995,1.01455267,65.985734,104.610064,Yes
Europe,ITA,TOT,IDX2010_1,A,1996,1.019021511,69.672464,104.247505,Yes
Europe,ITA,TOT,IDX2010_1,A,1997,1.035633344,72.76201,105.299348,Yes
Europe,ITA,TOT,IDX2010_1,A,1998,1.040160932,71.445431,104.725611,Yes
Europe,ITA,TOT,IDX2010_1,A,1999,1.044392006,73.020765,104.667532,Yes
Europe,ITA,TOT,IDX2010_1,A,2000,1.065273974,74.746752,106.708318,Yes
Europe,ITA,TOT,IDX2010_1,A,2001,1.061420383,77.578507,106.523371,Yes
Europe,ITA,TOT,IDX2010_1,A,2002,1.046447594,80.094828,104.886556,Yes
Europe,ITA,TOT,IDX2010_1,A,2003,1.033788577,83.394899,103.528066,Yes
Europe,ITA,TOT,IDX2010_1,A,2004,1.041693244,86.023877,103.955742,Yes
Europe,ITA,TOT,IDX2010_1,A,2005,1.047640002,88.82647,103.920232,Yes
Europe,ITA,TOT,IDX2010_1,A,2006,1.048985577,90.507455,103.727249,Yes
Europe,ITA,TOT,IDX2010_1,A,2007,1.0498317,92.506631,103.294821,Yes
Europe,ITA,TOT,IDX2010_1,A,2008,1.036574067,95.058801,101.867592,Yes
Europe,ITA,TOT,IDX2010_1,A,2009,0.995964673,97.728563,98.305597,Yes
Europe,ITA,TOT,IDX2010_1,A,2010,1.018868456,100,100,Yes
Europe,ITA,TOT,IDX2010_1,A,2011,1.022978481,101.012395,100.230923,Yes
Europe,ITA,TOT,IDX2010_1,A,2012,0.996926134,102.098562,99.036694,Yes
Europe,ITA,TOT,IDX2010_1,A,2013,0.997300637,103.759464,99.156113,Yes
Europe,ITA,TOT,IDX2010_1,A,2014,0.998524417,104.021934,99.336826,Yes
Europe,ITA,TOT,IDX2010_1,A,2015,1,104.804636,99.749702,Yes
Europe,ITA,TOT,IDX2010_1,A,2016,0.998959246,104.591944,99.775799,Yes
Europe,ITA,TOT,IDX2010_1,A,2017,1.004748879,104.737783,100.547396,Yes
Europe,ITA,TOT,IDX2010_1,A,2018,1.003257506,106.48041,,Yes
Europe,ITA,TOT,IDX2010_1,A,2019,1.002037639,,,Yes
Europe,ITA,TOT,IDX2010_1,A,2020,1.005541306,,,Yes
Asia,JPN,TOT,IDX2010_1,A,1960,0.17691074,,,Yes
Asia,JPN,TOT,IDX2010_1,A,1961,0.195200716,,,Yes
Asia,JPN,TOT,IDX2010_1,A,1962,0.209302165,,,Yes
Asia,JPN,TOT,IDX2010_1,A,1963,0.225831774,,,Yes
Asia,JPN,TOT,IDX2010_1,A,1964,0.247722228,,,Yes
Asia,JPN,TOT,IDX2010_1,A,1965,0.257689505,,,Yes
Asia,JPN,TOT,IDX2010_1,A,1966,0.278322475,,,Yes
Asia,JPN,TOT,IDX2010_1,A,1967,0.303395807,,,Yes
Asia,JPN,TOT,IDX2010_1,A,1968,0.333955929,,,Yes
Asia,JPN,TOT,IDX2010_1,A,1969,0.370975518,,,Yes
Asia,JPN,TOT,IDX2010_1,A,1970,0.404837933,,,Yes
Asia,JPN,TOT,IDX2010_1,A,1971,0.420324149,,,Yes
Asia,JPN,TOT,IDX2010_1,A,1972,0.453739365,,,Yes
Asia,JPN,TOT,IDX2010_1,A,1973,0.479529249,,,Yes
Asia,JPN,TOT,IDX2010_1,A,1974,0.475659071,,,Yes
Asia,JPN,TOT,IDX2010_1,A,1975,0.491639285,,,Yes
Asia,JPN,TOT,IDX2010_1,A,1976,0.506551068,,,Yes
Asia,JPN,TOT,IDX2010_1,A,1977,0.521737523,,,Yes
Asia,JPN,TOT,IDX2010_1,A,1978,0.542540583,,,Yes
Asia,JPN,TOT,IDX2010_1,A,1979,0.564799693,,,Yes
Asia,JPN,TOT,IDX2010_1,A,1980,0.574804299,,,Yes
Asia,JPN,TOT,IDX2010_1,A,1981,0.593914035,,,Yes
Asia,JPN,TOT,IDX2010_1,A,1982,0.607779175,,,Yes
Asia,JPN,TOT,IDX2010_1,A,1983,0.616102059,,,Yes
Asia,JPN,TOT,IDX2010_1,A,1984,0.639883547,,,Yes
Asia,JPN,TOT,IDX2010_1,A,1985,0.675576577,,78.669023,Yes
Asia,JPN,TOT,IDX2010_1,A,1986,0.689203832,,79.517027,Yes
Asia,JPN,TOT,IDX2010_1,A,1987,0.710582871,,81.680207,Yes
Asia,JPN,TOT,IDX2010_1,A,1988,0.748730279,,84.971603,Yes
Asia,JPN,TOT,IDX2010_1,A,1989,0.77382123,,87.141271,Yes
Asia,JPN,TOT,IDX2010_1,A,1990,0.801079956,,89.799127,Yes
